Primary Purpose,Design Style,Furniture Type,Room Size,Dimension Constraints,Budget,Eco-Friendly,Storage Needs,Easy Assembly,Children or Pets,Comfort vs Practicality,Specific Requests,Recommended Furniture
Dining,Traditional,Multifunctional,Less than 10 sqm,No,More than 5000 SAR,Yes,Yes,Yes,No,Comfortable,Durable,"['Sofa', 'Lamp', 'Table', 'Chair']"
Dining,Minimalist,Ready-made,More than 20 sqm,Yes,More than 5000 SAR,Yes,Yes,No,Yes,Comfortable,Stain-resistant,"['Sofa', 'Lamp', 'Table', 'Chair']"
Dining,Industrial,Ready-made,More than 20 sqm,Yes,Less than 1000 SAR,Yes,No,No,Yes,Comfortable,Easy to clean,"['Sofa', 'Chair']"
Relax,Traditional,Ready-made,Less than 10 sqm,Yes,More than 5000 SAR,Yes,Yes,No,No,Comfortable,None,"['Sofa', 'TV', 'Lamp', 'Table', 'Chair']"
Work,Rustic,Multifunctional,Less than 10 sqm,Yes,Between 1000 and 5000 SAR,Yes,Yes,No,Yes,Comfortable,Stain-resistant,"['Sofa', 'Table', 'Table', 'Chair']"
Relax,Traditional,Ready-made,Less than 10 sqm,No,More than 5000 SAR,No,No,Yes,Yes,Practical,None,"['Sofa', 'TV', 'Lamp']"
Relax,Modern,Multifunctional,Between 10 and 20 sqm,No,Between 1000 and 5000 SAR,No,Yes,Yes,Yes,Comfortable,None,"['Sofa', 'TV', 'Table', 'Chair']"
Dining,Modern,Multifunctional,More than 20 sqm,Yes,Less than 1000 SAR,Yes,Yes,Yes,Yes,Comfortable,Easy to clean,"['Sofa', 'Table', 'Chair']"
Play,Minimalist,Multifunctional,Between 10 and 20 sqm,No,Between 1000 and 5000 SAR,Yes,Yes,Yes,Yes,Comfortable,Durable,"['Sofa', 'Table', 'Chair']"
Work,Minimalist,Multifunctional,Less than 10 sqm,No,Between 1000 and 5000 SAR,No,No,Yes,No,Practical,Durable,"['Sofa', 'Table']"
Dining,Industrial,Multifunctional,More than 20 sqm,Yes,Between 1000 and 5000 SAR,Yes,No,No,No,Comfortable,None,"['Sofa', 'Chair']"
Play,Traditional,Ready-made,Between 10 and 20 sqm,Yes,Less than 1000 SAR,Yes,Yes,Yes,Yes,Practical,Easy to clean,"['Sofa', 'Table']"
Play,Modern,Ready-made,More than 20 sqm,Yes,Less than 1000 SAR,No,No,Yes,No,Comfortable,None,"['Sofa', 'Chair']"
Sleep,Minimalist,Multifunctional,Between 10 and 20 sqm,Yes,Less than 1000 SAR,No,No,No,Yes,Comfortable,Stain-resistant,"['Sofa', 'Chair']"
Work,Traditional,Ready-made,Less than 10 sqm,No,Less than 1000 SAR,No,No,No,Yes,Practical,None,"['Sofa', 'Table']"
Play,Minimalist,Multifunctional,Between 10 and 20 sqm,Yes,More than 5000 SAR,Yes,Yes,No,No,Practical,Easy to clean,"['Sofa', 'Lamp', 'Table']"
Dining,Minimalist,Multifunctional,More than 20 sqm,No,Less than 1000 SAR,No,No,Yes,Yes,Practical,None,"['Sofa', 'TV']"
Sleep,Modern,Ready-made,More than 20 sqm,Yes,Between 1000 and 5000 SAR,Yes,Yes,No,Yes,Comfortable,Easy to clean,"['Sofa', 'Table', 'Chair']"
Work,Modern,Ready-made,More than 20 sqm,No,Less than 1000 SAR,No,Yes,No,Yes,Practical,Durable,"['Sofa', 'Table', 'Table']"
Relax,Minimalist,Ready-made,More than 20 sqm,Yes,More than 5000 SAR,Yes,No,No,No,Practical,Easy to clean,"['Sofa', 'TV', 'Lamp']"
Dining,Rustic,Ready-made,Less than 10 sqm,Yes,More than 5000 SAR,Yes,Yes,Yes,No,Practical,Stain-resistant,"['Sofa', 'Lamp', 'Table']"
Play,Minimalist,Ready-made,Between 10 and 20 sqm,No,More than 5000 SAR,Yes,No,No,Yes,Practical,Easy to clean,"['Sofa', 'Lamp']"
Play,Minimalist,Multifunctional,Less than 10 sqm,No,Between 1000 and 5000 SAR,No,No,No,Yes,Practical,Stain-resistant,"['Sofa', 'Lamp']"
Dining,Industrial,Ready-made,Less than 10 sqm,No,Less than 1000 SAR,No,Yes,Yes,Yes,Comfortable,Stain-resistant,"['Sofa', 'Table', 'Chair']"
Play,Industrial,Ready-made,Less than 10 sqm,Yes,Less than 1000 SAR,No,Yes,No,Yes,Practical,None,"['Sofa', 'Table']"
Sleep,Industrial,Ready-made,More than 20 sqm,No,Less than 1000 SAR,Yes,No,Yes,Yes,Comfortable,Stain-resistant,"['Sofa', 'Chair']"
Work,Rustic,Multifunctional,More than 20 sqm,No,Between 1000 and 5000 SAR,No,No,Yes,No,Practical,Easy to clean,"['Sofa', 'Table']"
Sleep,Rustic,Ready-made,More than 20 sqm,No,Between 1000 and 5000 SAR,No,No,No,No,Practical,Durable,"['Sofa', 'Window']"
Play,Minimalist,Multifunctional,Between 10 and 20 sqm,No,More than 5000 SAR,Yes,No,Yes,No,Comfortable,Easy to clean,"['Sofa', 'Lamp', 'Chair']"
Relax,Industrial,Ready-made,More than 20 sqm,No,More than 5000 SAR,Yes,Yes,No,No,Comfortable,Durable,"['Sofa', 'TV', 'Lamp', 'Table', 'Chair']"
Work,Rustic,Ready-made,Between 10 and 20 sqm,No,Less than 1000 SAR,No,Yes,No,Yes,Comfortable,Stain-resistant,"['Sofa', 'Table', 'Table', 'Chair']"
Work,Modern,Multifunctional,More than 20 sqm,No,Between 1000 and 5000 SAR,No,Yes,No,Yes,Comfortable,None,"['Sofa', 'Table', 'Table', 'Chair']"
Dining,Minimalist,Ready-made,More than 20 sqm,No,Between 1000 and 5000 SAR,No,No,No,No,Practical,Stain-resistant,"['Sofa', 'Table']"
Dining,Traditional,Ready-made,Less than 10 sqm,No,Less than 1000 SAR,Yes,Yes,Yes,No,Comfortable,Stain-resistant,"['Sofa', 'Table', 'Chair']"
Relax,Minimalist,Multifunctional,Less than 10 sqm,Yes,Less than 1000 SAR,No,Yes,No,Yes,Practical,Durable,"['Sofa', 'TV', 'Table']"
Work,Traditional,Ready-made,Less than 10 sqm,Yes,More than 5000 SAR,Yes,Yes,No,No,Practical,Easy to clean,"['Sofa', 'Table', 'Lamp', 'Table']"
Relax,Industrial,Multifunctional,Between 10 and 20 sqm,No,More than 5000 SAR,Yes,Yes,No,Yes,Practical,None,"['Sofa', 'TV', 'Lamp', 'Table']"
Dining,Traditional,Multifunctional,Between 10 and 20 sqm,Yes,More than 5000 SAR,No,No,Yes,Yes,Comfortable,None,"['Sofa', 'Lamp', 'Chair']"
Dining,Industrial,Multifunctional,More than 20 sqm,Yes,Less than 1000 SAR,No,Yes,Yes,Yes,Comfortable,None,"['Sofa', 'Table', 'Chair']"
Work,Modern,Multifunctional,Between 10 and 20 sqm,No,Less than 1000 SAR,Yes,Yes,No,No,Comfortable,None,"['Sofa', 'Table', 'Table', 'Chair']"
Sleep,Traditional,Multifunctional,More than 20 sqm,No,More than 5000 SAR,Yes,Yes,Yes,No,Practical,Easy to clean,"['Sofa', 'Lamp', 'Table']"
Play,Minimalist,Ready-made,Between 10 and 20 sqm,No,More than 5000 SAR,No,Yes,Yes,No,Comfortable,None,"['Sofa', 'Lamp', 'Table', 'Chair']"
Dining,Industrial,Ready-made,Between 10 and 20 sqm,No,Between 1000 and 5000 SAR,No,No,No,No,Comfortable,Durable,"['Sofa', 'Chair']"
Dining,Minimalist,Ready-made,Between 10 and 20 sqm,No,Between 1000 and 5000 SAR,No,No,No,No,Practical,Durable,"['Sofa', 'TV']"
Sleep,Rustic,Multifunctional,Less than 10 sqm,No,More than 5000 SAR,Yes,Yes,No,Yes,Comfortable,None,"['Sofa', 'Lamp', 'Table', 'Chair']"
Sleep,Industrial,Multifunctional,Between 10 and 20 sqm,Yes,More than 5000 SAR,Yes,No,No,No,Practical,None,"['Sofa', 'Lamp']"
Relax,Traditional,Multifunctional,Less than 10 sqm,No,Between 1000 and 5000 SAR,No,No,No,Yes,Comfortable,Easy to clean,"['Sofa', 'TV', 'Chair']"
Relax,Industrial,Multifunctional,Less than 10 sqm,Yes,More than 5000 SAR,Yes,No,Yes,Yes,Comfortable,Easy to clean,"['Sofa', 'TV', 'Lamp', 'Chair']"
Play,Minimalist,Ready-made,Between 10 and 20 sqm,No,Between 1000 and 5000 SAR,Yes,No,No,Yes,Comfortable,None,"['Sofa', 'Chair']"
Play,Modern,Ready-made,More than 20 sqm,No,Between 1000 and 5000 SAR,No,Yes,No,No,Comfortable,Easy to clean,"['Sofa', 'Table', 'Chair']"
Work,Industrial,Multifunctional,More than 20 sqm,Yes,Between 1000 and 5000 SAR,Yes,No,No,No,Comfortable,Stain-resistant,"['Sofa', 'Table', 'Chair']"
Relax,Traditional,Multifunctional,More than 20 sqm,No,Less than 1000 SAR,No,No,No,No,Practical,None,"['Sofa', 'TV']"
Dining,Rustic,Ready-made,Between 10 and 20 sqm,No,Less than 1000 SAR,No,Yes,No,No,Comfortable,Easy to clean,"['Sofa', 'Table', 'Chair']"
Relax,Modern,Multifunctional,More than 20 sqm,Yes,More than 5000 SAR,Yes,Yes,Yes,No,Comfortable,Durable,"['Sofa', 'TV', 'Lamp', 'Table', 'Chair']"
Dining,Rustic,Multifunctional,Less than 10 sqm,No,Between 1000 and 5000 SAR,Yes,Yes,No,No,Comfortable,None,"['Sofa', 'Table', 'Chair']"
Sleep,Industrial,Multifunctional,More than 20 sqm,Yes,Less than 1000 SAR,No,Yes,Yes,No,Comfortable,None,"['Sofa', 'Table', 'Chair']"
Relax,Minimalist,Ready-made,Between 10 and 20 sqm,No,More than 5000 SAR,Yes,No,No,No,Comfortable,Durable,"['Sofa', 'TV', 'Lamp', 'Chair']"
Sleep,Minimalist,Ready-made,More than 20 sqm,No,More than 5000 SAR,No,Yes,No,Yes,Comfortable,Durable,"['Sofa', 'Lamp', 'Table', 'Chair']"
Play,Traditional,Multifunctional,Less than 10 sqm,Yes,More than 5000 SAR,Yes,No,No,No,Comfortable,Easy to clean,"['Sofa', 'Lamp', 'Chair']"
Play,Minimalist,Ready-made,Between 10 and 20 sqm,No,More than 5000 SAR,Yes,No,Yes,Yes,Practical,Durable,"['Sofa', 'Lamp']"
Work,Modern,Multifunctional,More than 20 sqm,Yes,More than 5000 SAR,Yes,Yes,No,Yes,Practical,Stain-resistant,"['Sofa', 'Table', 'Lamp', 'Table']"
Relax,Minimalist,Multifunctional,Between 10 and 20 sqm,Yes,Between 1000 and 5000 SAR,No,Yes,No,Yes,Comfortable,None,"['Sofa', 'TV', 'Table', 'Chair']"
Sleep,Traditional,Ready-made,Between 10 and 20 sqm,Yes,More than 5000 SAR,Yes,No,No,Yes,Practical,Stain-resistant,"['Sofa', 'Lamp']"
Dining,Industrial,Multifunctional,Between 10 and 20 sqm,No,Between 1000 and 5000 SAR,No,No,No,No,Comfortable,Easy to clean,"['Sofa', 'Chair']"
Play,Industrial,Multifunctional,More than 20 sqm,No,Less than 1000 SAR,No,Yes,No,No,Practical,Durable,"['Sofa', 'Table']"
Play,Minimalist,Ready-made,Between 10 and 20 sqm,Yes,More than 5000 SAR,No,Yes,No,Yes,Comfortable,None,"['Sofa', 'Lamp', 'Table', 'Chair']"
Dining,Rustic,Multifunctional,More than 20 sqm,No,Less than 1000 SAR,Yes,Yes,No,Yes,Comfortable,Durable,"['Sofa', 'Table', 'Chair']"
Sleep,Industrial,Multifunctional,Less than 10 sqm,No,Between 1000 and 5000 SAR,No,No,Yes,Yes,Practical,Durable,"['Sofa', 'TV']"
Sleep,Minimalist,Multifunctional,More than 20 sqm,No,Between 1000 and 5000 SAR,No,No,No,No,Comfortable,Easy to clean,"['Sofa', 'Chair']"
Relax,Traditional,Ready-made,Less than 10 sqm,Yes,Less than 1000 SAR,Yes,Yes,No,Yes,Practical,Easy to clean,"['Sofa', 'TV', 'Table']"
Relax,Minimalist,Multifunctional,More than 20 sqm,No,More than 5000 SAR,No,No,No,Yes,Comfortable,Easy to clean,"['Sofa', 'TV', 'Lamp', 'Chair']"
Work,Industrial,Ready-made,Between 10 and 20 sqm,Yes,More than 5000 SAR,No,Yes,Yes,No,Comfortable,Easy to clean,"['Sofa', 'Table', 'Lamp', 'Table', 'Chair']"
Play,Traditional,Multifunctional,More than 20 sqm,No,Less than 1000 SAR,Yes,No,Yes,Yes,Comfortable,None,"['Sofa', 'Chair']"
Relax,Minimalist,Multifunctional,Between 10 and 20 sqm,No,Less than 1000 SAR,No,No,No,No,Comfortable,Stain-resistant,"['Sofa', 'TV', 'Chair']"
Sleep,Modern,Multifunctional,Less than 10 sqm,Yes,Less than 1000 SAR,Yes,Yes,Yes,No,Practical,Stain-resistant,"['Sofa', 'Table']"
Dining,Traditional,Multifunctional,More than 20 sqm,No,More than 5000 SAR,No,Yes,No,Yes,Comfortable,None,"['Sofa', 'Lamp', 'Table', 'Chair']"
Sleep,Modern,Ready-made,Between 10 and 20 sqm,Yes,More than 5000 SAR,No,Yes,No,Yes,Practical,Durable,"['Sofa', 'Lamp', 'Table']"
Play,Rustic,Ready-made,Less than 10 sqm,No,More than 5000 SAR,Yes,No,Yes,Yes,Practical,None,"['Sofa', 'Lamp']"
Sleep,Traditional,Multifunctional,Less than 10 sqm,Yes,Less than 1000 SAR,No,No,No,No,Comfortable,Stain-resistant,"['Sofa', 'Chair']"
Work,Modern,Multifunctional,More than 20 sqm,No,More than 5000 SAR,No,Yes,Yes,No,Comfortable,Stain-resistant,"['Sofa', 'Table', 'Lamp', 'Table', 'Chair']"
Play,Industrial,Multifunctional,Less than 10 sqm,No,Between 1000 and 5000 SAR,No,No,Yes,No,Practical,None,"['Sofa', 'Window']"
Dining,Industrial,Multifunctional,Between 10 and 20 sqm,No,Less than 1000 SAR,Yes,Yes,Yes,Yes,Practical,Easy to clean,"['Sofa', 'Table']"
Work,Rustic,Multifunctional,Less than 10 sqm,Yes,More than 5000 SAR,Yes,No,No,Yes,Comfortable,Durable,"['Sofa', 'Table', 'Lamp', 'Chair']"
Play,Traditional,Multifunctional,Less than 10 sqm,Yes,Less than 1000 SAR,Yes,Yes,No,Yes,Practical,None,"['Sofa', 'Table']"
Dining,Traditional,Multifunctional,Between 10 and 20 sqm,Yes,Between 1000 and 5000 SAR,Yes,No,No,Yes,Practical,Stain-resistant,"['Sofa', 'Chair']"
Work,Traditional,Multifunctional,Less than 10 sqm,No,Between 1000 and 5000 SAR,Yes,No,No,Yes,Practical,Easy to clean,"['Sofa', 'Table']"
Work,Rustic,Ready-made,Less than 10 sqm,Yes,Less than 1000 SAR,No,No,No,Yes,Comfortable,Durable,"['Sofa', 'Table', 'Chair']"
Play,Traditional,Ready-made,Less than 10 sqm,Yes,Less than 1000 SAR,Yes,No,No,No,Practical,Stain-resistant,"['Sofa', 'Lamp']"
Relax,Industrial,Ready-made,Less than 10 sqm,Yes,Between 1000 and 5000 SAR,Yes,Yes,No,No,Practical,Durable,"['Sofa', 'TV', 'Table']"
Work,Modern,Multifunctional,Between 10 and 20 sqm,Yes,Less than 1000 SAR,Yes,No,Yes,No,Practical,Easy to clean,"['Sofa', 'Table']"
Work,Industrial,Multifunctional,Less than 10 sqm,Yes,Between 1000 and 5000 SAR,No,Yes,No,Yes,Practical,Stain-resistant,"['Sofa', 'Table', 'Table']"
Dining,Industrial,Multifunctional,Between 10 and 20 sqm,Yes,Between 1000 and 5000 SAR,No,Yes,No,No,Comfortable,Easy to clean,"['Sofa', 'Table', 'Chair']"
Sleep,Modern,Ready-made,Less than 10 sqm,Yes,More than 5000 SAR,Yes,Yes,No,No,Comfortable,None,"['Sofa', 'Lamp', 'Table', 'Chair']"
Play,Industrial,Multifunctional,Less than 10 sqm,Yes,Less than 1000 SAR,No,Yes,Yes,No,Practical,None,"['Sofa', 'Table']"
Play,Rustic,Ready-made,Less than 10 sqm,Yes,Less than 1000 SAR,No,No,Yes,Yes,Practical,Durable,"['Sofa', 'Table']"
Relax,Modern,Multifunctional,Less than 10 sqm,Yes,More than 5000 SAR,No,Yes,Yes,Yes,Practical,Easy to clean,"['Sofa', 'TV', 'Lamp', 'Table']"
Relax,Industrial,Ready-made,Between 10 and 20 sqm,No,Between 1000 and 5000 SAR,No,No,No,No,Comfortable,Easy to clean,"['Sofa', 'TV', 'Chair']"
Play,Minimalist,Ready-made,Between 10 and 20 sqm,No,Less than 1000 SAR,Yes,No,Yes,Yes,Comfortable,Durable,"['Sofa', 'Chair']"
Relax,Industrial,Ready-made,Between 10 and 20 sqm,Yes,More than 5000 SAR,Yes,No,Yes,Yes,Practical,Durable,"['Sofa', 'TV', 'Lamp']"
Dining,Rustic,Multifunctional,More than 20 sqm,No,More than 5000 SAR,No,No,No,Yes,Practical,Durable,"['Sofa', 'Lamp']"
Play,Traditional,Ready-made,Less than 10 sqm,No,Less than 1000 SAR,No,Yes,No,Yes,Comfortable,None,"['Sofa', 'Table', 'Chair']"
Relax,Industrial,Multifunctional,Less than 10 sqm,Yes,More than 5000 SAR,No,No,No,No,Practical,Durable,"['Sofa', 'TV', 'Lamp']"
Play,Traditional,Multifunctional,Between 10 and 20 sqm,Yes,Between 1000 and 5000 SAR,No,Yes,Yes,Yes,Practical,None,"['Sofa', 'Table']"
Sleep,Minimalist,Multifunctional,More than 20 sqm,Yes,More than 5000 SAR,Yes,No,No,No,Comfortable,Durable,"['Sofa', 'Lamp', 'Chair']"
Work,Industrial,Multifunctional,Less than 10 sqm,No,Between 1000 and 5000 SAR,No,No,No,No,Comfortable,Easy to clean,"['Sofa', 'Table', 'Chair']"
Play,Modern,Multifunctional,Between 10 and 20 sqm,Yes,Between 1000 and 5000 SAR,Yes,Yes,No,Yes,Comfortable,Easy to clean,"['Sofa', 'Table', 'Chair']"
Work,Traditional,Ready-made,Less than 10 sqm,No,Less than 1000 SAR,No,No,No,Yes,Comfortable,Durable,"['Sofa', 'Table', 'Chair']"
Relax,Minimalist,Multifunctional,Less than 10 sqm,Yes,More than 5000 SAR,Yes,No,No,Yes,Comfortable,Durable,"['Sofa', 'TV', 'Lamp', 'Chair']"
Work,Modern,Multifunctional,Between 10 and 20 sqm,No,Between 1000 and 5000 SAR,No,No,No,No,Practical,None,"['Sofa', 'Table']"
Play,Modern,Multifunctional,Between 10 and 20 sqm,No,Between 1000 and 5000 SAR,Yes,No,Yes,No,Comfortable,Stain-resistant,"['Sofa', 'Chair']"
Sleep,Modern,Multifunctional,Less than 10 sqm,Yes,More than 5000 SAR,Yes,No,No,No,Comfortable,None,"['Sofa', 'Lamp', 'Chair']"
Relax,Modern,Multifunctional,Less than 10 sqm,Yes,Between 1000 and 5000 SAR,Yes,Yes,Yes,No,Comfortable,Easy to clean,"['Sofa', 'TV', 'Table', 'Chair']"
Play,Industrial,Ready-made,Between 10 and 20 sqm,No,More than 5000 SAR,No,No,Yes,No,Comfortable,Durable,"['Sofa', 'Lamp', 'Chair']"
Relax,Industrial,Ready-made,Less than 10 sqm,No,Less than 1000 SAR,Yes,No,No,No,Comfortable,Easy to clean,"['Sofa', 'TV', 'Chair']"
Dining,Industrial,Multifunctional,Less than 10 sqm,Yes,Between 1000 and 5000 SAR,No,Yes,Yes,No,Comfortable,Stain-resistant,"['Sofa', 'Table', 'Chair']"
Work,Minimalist,Ready-made,Between 10 and 20 sqm,Yes,Between 1000 and 5000 SAR,Yes,No,Yes,Yes,Practical,None,"['Sofa', 'Table']"
Dining,Minimalist,Ready-made,Less than 10 sqm,No,More than 5000 SAR,Yes,Yes,Yes,No,Comfortable,Easy to clean,"['Sofa', 'Lamp', 'Table', 'Chair']"
Play,Minimalist,Multifunctional,Less than 10 sqm,Yes,More than 5000 SAR,No,No,No,No,Practical,None,"['Sofa', 'Lamp']"
Sleep,Rustic,Ready-made,More than 20 sqm,No,More than 5000 SAR,Yes,No,Yes,No,Practical,Durable,"['Sofa', 'Lamp']"
Relax,Minimalist,Multifunctional,Between 10 and 20 sqm,Yes,More than 5000 SAR,No,Yes,Yes,No,Comfortable,Easy to clean,"['Sofa', 'TV', 'Lamp', 'Table', 'Chair']"
Work,Industrial,Ready-made,More than 20 sqm,Yes,Between 1000 and 5000 SAR,No,No,Yes,Yes,Comfortable,Stain-resistant,"['Sofa', 'Table', 'Chair']"
Relax,Industrial,Ready-made,More than 20 sqm,Yes,Less than 1000 SAR,No,No,Yes,No,Practical,None,"['Sofa', 'TV']"
Play,Rustic,Ready-made,More than 20 sqm,No,Less than 1000 SAR,No,Yes,No,No,Practical,None,"['Sofa', 'Table']"
Relax,Rustic,Multifunctional,Less than 10 sqm,Yes,Less than 1000 SAR,Yes,Yes,No,Yes,Practical,Stain-resistant,"['Sofa', 'TV', 'Table']"
Work,Minimalist,Ready-made,Less than 10 sqm,No,Less than 1000 SAR,Yes,No,Yes,Yes,Comfortable,Easy to clean,"['Sofa', 'Table', 'Chair']"
Play,Traditional,Ready-made,More than 20 sqm,Yes,More than 5000 SAR,No,Yes,No,No,Practical,Easy to clean,"['Sofa', 'Lamp', 'Table']"
Relax,Rustic,Multifunctional,More than 20 sqm,No,Between 1000 and 5000 SAR,Yes,No,No,No,Comfortable,None,"['Sofa', 'TV', 'Chair']"
Sleep,Modern,Multifunctional,More than 20 sqm,No,Between 1000 and 5000 SAR,Yes,Yes,Yes,No,Comfortable,Stain-resistant,"['Sofa', 'Table', 'Chair']"
Play,Industrial,Ready-made,Less than 10 sqm,Yes,Between 1000 and 5000 SAR,No,No,No,No,Practical,None,"['Sofa', 'Lamp']"
Play,Modern,Multifunctional,More than 20 sqm,No,More than 5000 SAR,Yes,Yes,No,No,Comfortable,None,"['Sofa', 'Lamp', 'Table', 'Chair']"
Sleep,Industrial,Ready-made,More than 20 sqm,No,Between 1000 and 5000 SAR,No,Yes,Yes,No,Comfortable,Durable,"['Sofa', 'Table', 'Chair']"
Dining,Industrial,Ready-made,Between 10 and 20 sqm,No,More than 5000 SAR,Yes,Yes,Yes,Yes,Practical,Easy to clean,"['Sofa', 'Lamp', 'Table']"
Work,Rustic,Multifunctional,Between 10 and 20 sqm,No,Between 1000 and 5000 SAR,Yes,Yes,No,Yes,Practical,Easy to clean,"['Sofa', 'Table', 'Table']"
Dining,Rustic,Multifunctional,Less than 10 sqm,Yes,Less than 1000 SAR,No,Yes,No,No,Comfortable,Durable,"['Sofa', 'Table', 'Chair']"
Relax,Modern,Multifunctional,Between 10 and 20 sqm,Yes,More than 5000 SAR,Yes,Yes,No,No,Practical,Easy to clean,"['Sofa', 'TV', 'Lamp', 'Table']"
Sleep,Industrial,Ready-made,Between 10 and 20 sqm,Yes,Between 1000 and 5000 SAR,Yes,Yes,No,No,Comfortable,Easy to clean,"['Sofa', 'Table', 'Chair']"
Dining,Modern,Multifunctional,Between 10 and 20 sqm,No,Less than 1000 SAR,No,Yes,Yes,Yes,Practical,Easy to clean,"['Sofa', 'Table']"
Play,Traditional,Ready-made,Less than 10 sqm,No,Less than 1000 SAR,Yes,Yes,Yes,No,Practical,Stain-resistant,"['Sofa', 'Table']"
Relax,Modern,Multifunctional,Between 10 and 20 sqm,Yes,Less than 1000 SAR,No,No,Yes,Yes,Practical,Durable,"['Sofa', 'TV']"
Relax,Minimalist,Ready-made,Less than 10 sqm,Yes,More than 5000 SAR,Yes,Yes,Yes,Yes,Practical,None,"['Sofa', 'TV', 'Lamp', 'Table']"
Dining,Modern,Multifunctional,More than 20 sqm,No,More than 5000 SAR,No,No,Yes,No,Comfortable,Stain-resistant,"['Sofa', 'Lamp', 'Chair']"
Dining,Minimalist,Ready-made,Between 10 and 20 sqm,Yes,Between 1000 and 5000 SAR,No,Yes,No,Yes,Practical,None,"['Sofa', 'Table']"
Sleep,Minimalist,Multifunctional,Less than 10 sqm,Yes,Less than 1000 SAR,No,No,No,No,Comfortable,Durable,"['Sofa', 'Chair']"
Work,Minimalist,Ready-made,Between 10 and 20 sqm,No,Between 1000 and 5000 SAR,No,No,Yes,Yes,Comfortable,Durable,"['Sofa', 'Table', 'Chair']"
Dining,Traditional,Multifunctional,More than 20 sqm,Yes,Between 1000 and 5000 SAR,No,Yes,Yes,No,Practical,Durable,"['Sofa', 'Table']"
Dining,Modern,Multifunctional,Less than 10 sqm,No,Less than 1000 SAR,Yes,Yes,Yes,No,Practical,Easy to clean,"['Sofa', 'Table']"
Play,Modern,Ready-made,Less than 10 sqm,Yes,Between 1000 and 5000 SAR,Yes,No,No,Yes,Practical,Stain-resistant,"['Sofa', 'Table']"
Relax,Traditional,Multifunctional,Less than 10 sqm,No,More than 5000 SAR,No,No,No,Yes,Practical,Durable,"['Sofa', 'TV', 'Lamp']"
Work,Industrial,Ready-made,More than 20 sqm,No,Between 1000 and 5000 SAR,Yes,Yes,No,Yes,Practical,None,"['Sofa', 'Table', 'Table']"
Play,Rustic,Ready-made,More than 20 sqm,No,Less than 1000 SAR,No,Yes,Yes,No,Comfortable,Easy to clean,"['Sofa', 'Table', 'Chair']"
Sleep,Modern,Multifunctional,More than 20 sqm,No,More than 5000 SAR,Yes,Yes,Yes,Yes,Practical,Easy to clean,"['Sofa', 'Lamp', 'Table']"
Sleep,Rustic,Ready-made,Less than 10 sqm,No,More than 5000 SAR,Yes,No,Yes,Yes,Comfortable,Stain-resistant,"['Sofa', 'Lamp', 'Chair']"
Dining,Traditional,Multifunctional,More than 20 sqm,Yes,Between 1000 and 5000 SAR,No,Yes,Yes,No,Comfortable,Stain-resistant,"['Sofa', 'Table', 'Chair']"
Dining,Industrial,Multifunctional,Between 10 and 20 sqm,Yes,Between 1000 and 5000 SAR,No,Yes,Yes,No,Comfortable,Stain-resistant,"['Sofa', 'Table', 'Chair']"
Sleep,Industrial,Ready-made,More than 20 sqm,Yes,More than 5000 SAR,Yes,Yes,No,Yes,Comfortable,Easy to clean,"['Sofa', 'Lamp', 'Table', 'Chair']"
Dining,Industrial,Multifunctional,Less than 10 sqm,No,Between 1000 and 5000 SAR,Yes,Yes,Yes,Yes,Practical,Durable,"['Sofa', 'Table']"
Work,Traditional,Ready-made,Between 10 and 20 sqm,Yes,Less than 1000 SAR,No,Yes,No,Yes,Practical,None,"['Sofa', 'Table', 'Table']"
Dining,Minimalist,Ready-made,More than 20 sqm,No,Between 1000 and 5000 SAR,Yes,No,No,No,Comfortable,Durable,"['Sofa', 'Chair']"
Relax,Minimalist,Multifunctional,Between 10 and 20 sqm,No,Between 1000 and 5000 SAR,Yes,No,No,No,Comfortable,None,"['Sofa', 'TV', 'Chair']"
Dining,Rustic,Multifunctional,Between 10 and 20 sqm,Yes,More than 5000 SAR,No,Yes,No,Yes,Practical,Durable,"['Sofa', 'Lamp', 'Table']"
Play,Minimalist,Ready-made,Less than 10 sqm,No,Between 1000 and 5000 SAR,Yes,Yes,No,No,Comfortable,Stain-resistant,"['Sofa', 'Table', 'Chair']"
Work,Minimalist,Ready-made,Between 10 and 20 sqm,Yes,Between 1000 and 5000 SAR,No,No,Yes,Yes,Practical,None,"['Sofa', 'Table']"
Play,Industrial,Multifunctional,Between 10 and 20 sqm,No,Between 1000 and 5000 SAR,No,Yes,Yes,Yes,Comfortable,Easy to clean,"['Sofa', 'Table', 'Chair']"
Play,Industrial,Multifunctional,Less than 10 sqm,No,Less than 1000 SAR,No,No,Yes,No,Practical,None,"['Sofa', 'Window']"
Relax,Rustic,Multifunctional,Less than 10 sqm,Yes,Between 1000 and 5000 SAR,Yes,Yes,No,Yes,Comfortable,Easy to clean,"['Sofa', 'TV', 'Table', 'Chair']"
Work,Modern,Multifunctional,Less than 10 sqm,No,Less than 1000 SAR,Yes,No,No,Yes,Comfortable,Durable,"['Sofa', 'Table', 'Chair']"
